id,title,short_title,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,seniority,next_election,total_votes,missed_votes,total_present,last_updated,office,phone,fax,state,district,at_large,geoid,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,congress,chamber,senate_class,state_rank,lis_id,age,generation
T000469,Representative,Rep.,Paul,null,Tonko,null,1949-06-18,M,D,null,RepPaulTonko,reppaultonko,reppaultonko,412319,1031353,4403,20934,N00030196,/m/0gzy4c,H8NY21203,https://tonko.house.gov,null,null,true,null,-0.421,14,2022,868,3,0,2022-08-25 13:00:33 -0400,2369 Rayburn House Office Building,202-225-5076,null,NY,20,false,3620,0.35,99.3,0.58,117,house,null,null,null,73,Baby Boomers
T000474,Representative,Rep.,Norma,null,Torres,null,1965-04-04,F,D,null,NormaJTorres,RepNormaTorres,null,412617,76129,71284,21508,N00036107,/m/03wd1hs,H4CA35031,https://torres.house.gov,https://torres.house.gov/rss.xml,null,true,null,-0.366,8,2022,868,13,0,2022-08-25 13:00:32 -0400,2227 Rayburn House Office Building,202-225-6161,null,CA,35,false,0635,1.5,98.83,1.06,117,house,null,null,null,57,Gen X
A000370,Representative,Rep.,Alma,null,Adams,null,1946-05-27,F,D,null,RepAdams,CongresswomanAdams,null,412607,76386,5935,21545,N00035451,/m/02b45d,H4NC12100,https://adams.house.gov,https://adams.house.gov/rss.xml,null,true,null,-0.465,10,2022,868,3,0,2022-08-25 13:00:33 -0400,2436 Rayburn House Office Building,202-225-1510,null,NC,12,false,3712,0.35,98.96,0.93,117,house,null,null,null,76,Baby Boomers
A000055,Representative,Rep.,Robert,B.,Aderholt,null,1965-07-22,M,R,null,Robert_Aderholt,RobertAderholt,RobertAderholt,400004,45516,441,29701,N00003028,/m/024p03,H6AL04098,https://aderholt.house.gov,https://aderholt.house.gov/rss.xml,null,true,null,0.38,26,2022,868,12,0,2022-08-25 13:00:30 -0400,266 Cannon House Office Building,202-225-4876,null,AL,4,false,0104,1.38,96.12,3.76,117,house,null,null,null,57,Gen X
A000371,Representative,Rep.,Pete,null,Aguilar,null,1979-06-19,M,D,House Democratic Caucus Vice Chair,reppeteaguilar,reppeteaguilar,null,412615,79994,70114,21506,N00033997,/m/0jwv0xf,H2CA31125,https://aguilar.house.gov,null,null,true,null,-0.296,8,2022,868,3,0,2022-08-25 13:00:32 -0400,109 Cannon House Office Building,202-225-3201,null,CA,31,false,0631,0.35,98.84,1.04,117,house,null,null,null,43,Millennials
A000372,Representative,Rep.,Rick,null,Allen,null,1951-11-07,M,R,null,reprickallen,CongressmanRickAllen,null,412625,62545,136062,21516,N00033720,/m/0127y9dk,H2GA12121,https://allen.house.gov,null,null,true,null,0.699,8,2022,868,28,0,2022-08-25 13:00:29 -0400,570 Cannon House Office Building,202-225-2823,null,GA,12,false,1312,3.23,91.38,8.5,117,house,null,null,null,70,Baby Boomers
A000376,Representative,Rep.,Colin,null,Allred,null,1983-04-15,M,D,null,RepColinAllred,null,null,412828,null,177357,null,N00040989,/m/03d066b,H8TX32098,https://allred.house.gov,null,null,true,null,null,4,2022,868,0,0,2022-08-25 13:00:31 -0400,114 Cannon House Office Building,202-225-2231,null,TX,32,false,4832,0,98.04,1.85,117,house,null,null,null,39,Millennials
A000369,Representative,Rep.,Mark,null,Amodei,null,1958-06-12,M,R,null,MarkAmodeiNV2,MarkAmodeiNV2,markamodeinv2,412500,62817,12537,21196,N00031177,/m/03bzdkn,H2NV02395,https://amodei.house.gov,null,null,true,null,0.381,12,2022,868,9,0,2022-08-25 13:00:30 -0400,104 Cannon House Office Building,202-225-6155,null,NV,2,false,3202,1.04,96.14,3.75,117,house,null,null,null,64,Baby Boomers
A000377,Representative,Rep.,Kelly,null,Armstrong,null,1976-10-08,M,R,null,RepArmstrongND,null,null,412794,null,139338,null,N00042868,/g/11hcszksh3,H8ND00096,https://armstrong.house.gov,null,null,true,null,null,4,2022,868,47,1,2022-08-25 13:00:30 -0400,1740 Longworth House Office Building,202-225-2611,null,ND,At-Large,true,3800,5.41,95.83,4.05,117,house,null,null,null,45,Gen X
A000375,Representative,Rep.,Jodey,null,Arrington,null,1972-03-09,M,R,null,RepArrington,JodeyArrington,null,412726,1016482,155685,21700,N00038285,/m/0g9_f_1,H6TX19099,https://arrington.house.gov,null,null,true,null,0.656,6,2022,868,82,0,2022-08-25 13:00:28 -0400,1107 Longworth House Office Building,202-225-4005,null,TX,19,false,4819,9.45,89.36,10.51,117,house,null,null,null,50,Gen X
A000148,Representative,Rep.,Jake,null,Auchincloss,null,1988-01-29,M,D,null,RepAuchincloss,null,null,456825,null,null,null,N00045506,/g/11f0xw2_p4,H0MA04192,https://auchincloss.house.gov,null,null,true,null,null,2,2022,868,3,0,2022-08-25 13:00:33 -0400,1524 Longworth House Office Building,202-225-5931,null,MA,4,false,2504,0.35,99.07,0.81,117,house,null,null,null,34,Millennials
A000378,Representative,Rep.,Cynthia,null,Axne,null,1965-04-20,F,D,null,RepCindyAxne,null,null,412772,null,179226,null,N00041104,/g/11fgktcgcb,H8IA03124,https://axne.house.gov,null,null,true,null,null,4,2022,868,1,0,2022-08-25 13:00:31 -0400,1034 Longworth House Office Building,202-225-5476,null,IA,3,false,1903,0.12,97.34,2.54,117,house,null,null,null,57,Gen X
B001291,Representative,Rep.,Brian,null,Babin,null,1948-03-23,M,R,null,RepBrianBabin,RepBrianBabin,null,412655,44883,360,21551,N00005736,/m/010qgj35,H6TX02079,https://babin.house.gov,null,null,true,null,0.708,8,2022,868,13,0,2022-08-25 13:00:29 -0400,2236 Rayburn House Office Building,202-225-1555,null,TX,36,false,4836,1.5,91.06,8.82,117,house,null,null,null,74,Baby Boomers
B001298,Representative,Rep.,Don,null,Bacon,null,1963-08-16,M,R,null,repdonbacon,RepDonBacon,null,412713,103442,166299,21701,N00037049,/m/01311t71,H6NE02125,https://bacon.house.gov,null,null,true,null,0.357,6,2022,868,1,0,2022-08-25 13:00:29 -0400,1024 Longworth House Office Building,202-225-4155,null,NE,2,false,3102,0.12,91.17,8.71,117,house,null,null,null,59,Baby Boomers
B001307,Representative,Rep.,James,null,Baird,null,1945-06-04,M,R,null,RepJimBaird,null,null,412777,null,86013,null,N00041954,/g/11gfd5wndr,H8IN04199,https://baird.house.gov,null,null,true,null,null,4,2022,868,3,0,2022-08-25 13:00:30 -0400,1314 Longworth House Office Building,202-225-5037,null,IN,4,false,1804,0.35,97.09,2.79,117,house,null,null,null,77,Baby Boomers
B001306,Representative,Rep.,Troy,null,Balderson,null,1962-01-16,M,R,null,RepBalderson,null,null,412747,null,102781,null,N00042194,/m/09ry4tm,H8OH12180,https://balderson.house.gov,null,null,true,null,null,6,2022,868,10,0,2022-08-25 13:00:31 -0400,2429 Rayburn House Office Building,202-225-5355,null,OH,12,false,3912,1.15,97.3,2.58,117,house,null,null,null,60,Baby Boomers
B001299,Representative,Rep.,Jim,null,Banks,null,1979-07-16,M,R,null,RepJimBanks,RepJimBanks,null,412702,89806,116801,21702,N00037185,/m/0j621nj,H6IN03229,https://banks.house.gov,null,null,true,null,0.647,6,2022,868,17,0,2022-08-25 13:00:29 -0400,1713 Longworth House Office Building,202-225-4436,null,IN,3,false,1803,1.96,91.83,8.05,117,house,null,null,null,43,Millennials
B001282,Representative,Rep.,Andy,null,Barr,null,1973-07-24,M,R,null,RepAndyBarr,RepAndyBarr,RepAndyBarr,412541,61848,117290,21333,N00031233,/m/0ddc6r6,H0KY06104,https://barr.house.gov,null,null,true,null,0.476,10,2022,868,11,0,2022-08-25 13:00:31 -0400,2430 Rayburn House Office Building,202-225-4706,null,KY,6,false,2106,1.27,97.41,2.47,117,house,null,null,null,49,Gen X
B001300,Representative,Rep.,Nanette,null,Barragán,null,1976-09-15,F,D,null,RepBarragan,CongresswomanBarragan,null,412687,104730,166270,21703,N00037019,/g/11bx55ybbz,H6CA44103,https://barragan.house.gov,https://barragan.house.gov/feed/,null,true,null,-0.515,6,2022,868,11,0,2022-08-25 13:00:32 -0400,2246 Longworth House Office Building,202-225-8220,null,CA,44,false,0644,1.27,98.83,1.05,117,house,null,null,null,45,Gen X
B001270,Representative,Rep.,Karen,null,Bass,null,1953-10-03,F,D,,RepKarenBass,RepKarenBass,RepKarenBass,412404,62502,28963,21110,N00031877,/m/027g9m6,H0CA33117,https://bass.house.gov,https://bass.house.gov/rss.xml,null,true,null,-0.584,12,2022,868,18,0,2022-08-25 13:00:33 -0400,2021 Rayburn House Office Building,202-225-7084,null,CA,37,false,0637,2.07,98.94,0.94,117,house,null,null,null,68,Baby Boomers
B001281,Representative,Rep.,Joyce,null,Beatty,null,1950-03-12,F,D,null,RepBeatty,RepJoyceBeatty,null,412565,67294,2427,21352,N00033904,/m/03lcwb,H2OH03125,https://beatty.house.gov,https://beatty.house.gov/rss.xml,null,true,null,-0.434,10,2022,868,4,0,2022-08-25 13:00:33 -0400,2303 Rayburn House Office Building,202-225-4324,null,OH,3,false,3903,0.46,98.96,0.93,117,house,null,null,null,72,Baby Boomers
B000668,Representative,Rep.,Cliff,null,Bentz,null,1952-01-12,M,R,null,RepBentz,null,null,456842,null,null,null,N00045773,/m/0gfdsjb,H0OR02127,https://bentz.house.gov,null,null,true,null,null,2,2022,868,4,0,2022-08-25 13:00:30 -0400,1239 Longworth House Office Building,202-225-6730,null,OR,2,false,4102,0.46,97.09,2.8,117,house,null,null,null,70,Baby Boomers
B001287,Representative,Rep.,Ami,null,Bera,null,1965-03-02,M,D,null,RepBera,RepAmiBera,repamibera,412512,1033636,120030,21304,N00030717,/m/0dgqnts,H0CA03078,https://bera.house.gov,https://bera.house.gov/rss.xml,null,true,null,-0.235,10,2022,868,37,0,2022-08-25 13:00:33 -0400,172 Cannon House Office Building,202-225-5716,null,CA,7,false,0607,4.26,98.91,0.97,117,house,null,null,null,57,Gen X
B001301,Representative,Rep.,Jack,null,Bergman,null,1947-02-02,M,R,null,RepJackBergman,RepJackBergman,RepJackBergman,412709,1020529,170172,21704,N00039533,/m/05b2l3v,H6MI01226,https://bergman.house.gov,null,null,true,null,0.428,6,2022,868,6,0,2022-08-25 13:00:31 -0400,566 Cannon House Office Building,202-225-4735,null,MI,1,false,2601,0.69,97.2,2.68,117,house,null,null,null,75,Baby Boomers
B001292,Representative,Rep.,Donald,null,Beyer,null,1950-06-20,M,D,null,RepDonBeyer,RepDonBeyer,null,412657,21141,1707,21554,N00036018,/m/053g16,H4VA08224,https://beyer.house.gov,null,null,true,null,-0.386,8,2022,868,3,0,2022-08-25 13:00:33 -0400,1119 Longworth House Office Building,202-225-4376,null,VA,8,false,5108,0.35,99.65,0.23,117,house,null,null,null,72,Baby Boomers
B000740,Representative,Rep.,Stephanie,null,Bice,null,1973-11-11,F,R,null,RepBice,null,null,456841,null,null,null,N00044579,/g/11h2hmkrv8,H0OK05205,https://bice.house.gov,null,null,true,null,null,2,2022,868,3,0,2022-08-25 13:00:31 -0400,1223 Longworth House Office Building,202-225-2132,null,OK,5,false,4005,0.35,97.44,2.44,117,house,null,null,null,48,Gen X
B001302,Representative,Rep.,Andy,null,Biggs,null,1958-11-07,M,R,null,RepAndyBiggsAZ,RepAndyBiggs,null,412683,105145,28088,21705,N00039293,/m/0_1m23v,H6AZ05083,https://biggs.house.gov,https://biggs.house.gov/rss.xml,null,true,null,0.849,6,2022,868,11,1,2022-08-25 13:00:28 -0400,171 Cannon House Office Building,202-225-2635,null,AZ,5,false,0405,1.27,71.16,28.72,117,house,null,null,null,63,Baby Boomers
B001257,Representative,Rep.,Gus,null,Bilirakis,null,1963-02-08,M,R,null,RepGusBilirakis,GusBilirakis,RepGusBilirakis,412250,1022873,17318,20758,N00027462,/m/0dy3z1,H6FL09070,https://bilirakis.house.gov,https://bilirakis.house.gov/rss.xml,null,true,null,0.406,18,2022,868,7,0,2022-08-25 13:00:30 -0400,2354 Rayburn House Office Building,202-225-5755,null,FL,12,false,1212,0.81,96.73,3.16,117,house,null,null,null,59,Baby Boomers
B000490,Representative,Rep.,Sanford,D.,Bishop,Jr.,1947-02-04,M,D,null,SanfordBishop,sanfordbishop,RepSanfordBishop,400030,26194,26817,29339,N00002674,/m/02554k,H2GA02031,https://bishop.house.gov,https://bishop.house.gov/rss.xml,null,true,null,-0.283,30,2022,868,8,0,2022-08-25 13:00:32 -0400,2407 Rayburn House Office Building,202-225-3631,null,GA,2,false,1302,0.92,98.14,1.75,117,house,null,null,null,75,Baby Boomers
B001311,Representative,Rep.,Dan,null,Bishop,null,1964-07-01,M,R,null,RepDanBishop,null,null,412844,null,92423,null,N00044335,/m/013bg9xz,H0NC09187,https://danbishop.house.gov,null,null,true,null,null,4,2022,868,29,0,2022-08-25 13:00:28 -0400,1207 Longworth House Office Building,202-225-1976,null,NC,9,false,3709,3.34,84.65,15.23,117,house,null,null,null,58,Baby Boomers
B000574,Representative,Rep.,Earl,null,Blumenauer,null,1948-08-16,M,D,null,BlumenauerMedia,null,RepBlumenauer,400033,43809,367,29588,N00007727,/m/033tw8,H6OR03064,https://blumenauer.house.gov,https://blumenauer.house.gov/rss.xml,null,true,null,-0.427,28,2022,868,12,0,2022-08-25 13:00:32 -0400,1111 Longworth House Office Building,202-225-4811,null,OR,3,false,4103,1.38,98.71,1.17,117,house,null,null,null,74,Baby Boomers
B001303,Representative,Rep.,Lisa,null,Blunt Rochester,null,1962-02-10,F,D,null,RepLBR,Rep.BluntRochester,null,412689,104772,173249,21706,N00038414,/g/11c328y56v,H6DE00206,https://bluntrochester.house.gov,null,null,true,null,-0.335,6,2022,868,1,0,2022-08-25 13:00:33 -0400,1724 Longworth House Office Building,202-225-4165,null,DE,At-Large,true,1000,0.12,98.84,1.04,117,house,null,null,null,60,Baby Boomers
B000825,Representative,Rep.,Lauren,null,Boebert,null,1986-12-15,F,R,null,RepBoebert,null,null,456805,null,null,null,N00045974,/g/11j2v06x6p,H0CO03165,https://boebert.house.gov,null,null,true,null,null,2,2022,868,22,1,2022-08-25 13:00:28 -0400,1609 Longworth House Office Building,202-225-4761,null,CO,3,false,0803,2.53,75.42,24.47,117,house,null,null,null,35,Millennials
B001278,Representative,Rep.,Suzanne,null,Bonamici,null,1954-10-14,F,D,null,RepBonamici,congresswomanbonamici,RepSuzanneBonamici,412501,63966,59641,21198,N00033474,/m/02q453x,H2OR01133,https://bonamici.house.gov,https://bonamici.house.gov/rss.xml,null,true,null,-0.394,12,2022,868,0,0,2022-08-25 13:00:33 -0400,2231 Rayburn House Office Building,202-225-0855,null,OR,1,false,4101,0,98.85,1.04,117,house,null,null,null,67,Baby Boomers
B001295,Representative,Rep.,Mike,null,Bost,null,1960-12-30,M,R,null,RepBost,RepBost,null,412629,76176,6302,21519,N00035420,/m/0kry42,H4IL12060,https://bost.house.gov,null,null,true,null,0.292,8,2022,868,33,0,2022-08-25 13:00:30 -0400,1211 Longworth House Office Building,202-225-5661,null,IL,12,false,1712,3.8,94.46,5.42,117,house,null,null,null,61,Baby Boomers
B001312,Representative,Rep.,Carolyn,null,Bourdeaux,null,1970-06-03,F,D,null,RepBourdeaux,null,null,456812,null,178540,null,N00041791,/g/11fgm1glqj,H8GA07201,https://bourdeaux.house.gov,null,null,true,null,null,2,2022,868,1,0,2022-08-25 13:00:31 -0400,1319 Longworth House Office Building,202-225-4272,null,GA,7,false,1307,0.12,97.23,2.66,117,house,null,null,null,52,Gen X
B001223,Representative,Rep.,Jamaal,null,Bowman,null,1976-04-01,M,D,null,RepBowman,null,null,456839,null,null,null,N00044790,/g/11fsgvc0xx,H0NY16143,https://bowman.house.gov,null,null,true,null,null,2,2022,868,10,1,2022-08-25 13:00:30 -0400,1605 Longworth House Office Building,202-225-2464,null,NY,16,false,3616,1.15,96.03,3.86,117,house,null,null,null,46,Gen X
B001296,Representative,Rep.,Brendan,null,Boyle,null,1977-02-06,M,D,null,CongBoyle,CongressmanBoyle,null,412652,76428,47357,21548,N00035307,/m/04f4fjk,H4PA13199,https://boyle.house.gov,https://boyle.house.gov/rss.xml,null,true,null,-0.4,8,2022,868,5,0,2022-08-25 13:00:32 -0400,1133 Longworth House Office Building,202-225-6111,null,PA,2,false,4202,0.58,98.72,1.16,117,house,null,null,null,45,Millennials
B000755,Representative,Rep.,Kevin,null,Brady,null,1955-04-11,M,R,,RepKevinBrady,kevinbrady,KBrady8,400046,45749,361,29760,N00005883,/m/03tq00,H6TX08100,https://kevinbrady.house.gov,null,null,true,null,0.52,26,2022,868,188,0,2022-08-25 13:00:30 -0400,1011 Longworth House Office Building,202-225-4901,null,TX,8,false,4808,21.66,96.6,3.25,117,house,null,null,null,67,Baby Boomers
B001274,Representative,Rep.,Mo,null,Brooks,null,1954-04-29,M,R,,RepMoBrooks,RepMoBrooks,RepMoBrooks,412395,94888,121610,21193,N00030910,/m/0c3xdjf,H0AL05163,https://brooks.house.gov,https://brooks.house.gov/rss.xml,null,true,null,0.646,12,2022,868,26,0,2022-08-25 13:00:28 -0400,2185 Rayburn House Office Building,202-225-4801,null,AL,5,false,0105,3,86.14,13.74,117,house,null,null,null,68,Baby Boomers
B001313,Representative,Rep.,Shontel,null,Brown,null,1975-06-24,F,D,null,RepShontelBrown,null,null,456863,null,null,null,null,null,,https://shontelbrown.house.gov,,null,true,null,null,2,2022,510,0,0,2022-08-25 13:00:33 -0400,null,null,null,OH,11,false,3911,0,99.8,0.2,117,house,null,null,null,47,Gen X
B001304,Representative,Rep.,Anthony,null,Brown,null,1961-11-21,M,D,,RepAnthonyBrown,RepAnthonyBrown,RepAnthonyBrown,412707,1029537,19344,21707,N00036999,/m/09v6fg,H6MD04209,https://anthonybrown.house.gov,null,null,true,null,-0.344,6,2022,868,19,0,2022-08-25 13:00:31 -0400,1323 Longworth House Office Building,202-225-8699,null,MD,4,false,2404,2.19,98.11,1.77,117,house,null,null,null,60,Baby Boomers
B001285,Representative,Rep.,Julia,null,Brownley,null,1952-08-28,F,D,null,RepBrownley,RepJuliaBrownley,RepJuliaBrownley,412516,79783,59904,21308,N00034254,/m/027z42z,H2CA00120,https://juliabrownley.house.gov,https://juliabrownley.house.gov/category/press-releases/feed/,null,true,null,-0.288,10,2022,868,8,0,2022-08-25 13:00:33 -0400,2262 Rayburn House Office Building,202-225-5811,null,CA,26,false,0626,0.92,98.95,0.93,117,house,null,null,null,69,Baby Boomers
B001260,Representative,Rep.,Vern,null,Buchanan,null,1951-05-08,M,R,null,VernBuchanan,CongressmanBuchanan,vernbuchanan,412196,1021626,66247,20709,N00027626,/m/0gtjsp,H6FL13148,https://buchanan.house.gov,https://buchanan.house.gov/rss.xml,null,true,null,0.362,16,2022,868,16,0,2022-08-25 13:00:30 -0400,2110 Rayburn House Office Building,202-225-5015,null,FL,16,false,1216,1.84,96.81,3.07,117,house,null,null,null,71,Baby Boomers
B001297,Representative,Rep.,Ken,null,Buck,null,1959-02-16,M,R,null,RepKenBuck,repkenbuck,null,412619,78285,125319,21510,N00030829,/m/05zzjd2,S0CO00237,https://buck.house.gov,https://buck.house.gov/rss.xml,null,true,null,0.714,8,2022,868,33,0,2022-08-25 13:00:28 -0400,2455 Rayburn House Office Building,202-225-4676,null,CO,4,false,0804,3.8,83.11,16.77,117,house,null,null,null,63,Baby Boomers
B001275,Representative,Rep.,Larry,null,Bucshon,null,1962-05-31,M,R,null,RepLarryBucshon,RepLarryBucshon,RepLarryBucshon,412427,61837,120335,21132,N00031227,/m/0dd9k_y,H0IN08114,https://bucshon.house.gov,null,null,true,null,0.41,12,2022,868,22,0,2022-08-25 13:00:30 -0400,2313 Rayburn House Office Building,202-225-4636,null,IN,8,false,1808,2.53,97.15,2.73,117,house,null,null,null,60,Baby Boomers
B001305,Representative,Rep.,Ted,null,Budd,null,1971-10-21,M,R,,RepTedBudd,RepTedBudd,null,412712,103513,171489,21708,N00039551,/g/11c2nmnsj0,H6NC13129,https://budd.house.gov,null,null,true,null,0.653,6,2022,868,96,0,2022-08-25 13:00:29 -0400,103 Cannon House Office Building,202-225-4531,null,NC,13,false,3713,11.06,92.43,7.44,117,house,null,null,null,50,Gen X
B001309,Representative,Rep.,Tim,null,Burchett,null,1964-08-25,M,R,null,RepTimBurchett,null,null,412817,null,24379,null,N00041594,/m/03yt07,H8TN02119,https://burchett.house.gov,null,null,true,null,null,4,2022,868,31,0,2022-08-25 13:00:28 -0400,1122 Longworth House Office Building,202-225-5435,null,TN,2,false,4702,3.57,85.58,14.3,117,house,null,null,null,58,Baby Boomers
B001248,Representative,Rep.,Michael,C.,Burgess,null,1950-12-23,M,R,null,MichaelCBurgess,michaelcburgess,michaelcburgessmd,400052,1003620,50120,20355,N00025219,/m/03tq8_,H2TX26093,https://burgess.house.gov,https://burgess.house.gov/news/rss.aspx,null,true,null,0.574,20,2022,868,28,0,2022-08-25 13:00:29 -0400,2161 Rayburn House Office Building,202-225-7772,null,TX,26,false,4826,3.23,91.73,8.15,117,house,null,null,null,71,Baby Boomers
B001224,Representative,Rep.,Cori,null,Bush,null,1976-07-21,F,D,null,RepCori,null,null,456829,null,null,null,N00039373,/g/11cntkcbkt,H8MO01143,https://bush.house.gov,null,null,true,null,null,2,2022,868,7,0,2022-08-25 13:00:30 -0400,1016 Longworth House Office Building,202-225-2406,null,MO,1,false,2901,0.81,94.06,5.82,117,house,null,null,null,46,Gen X
B001286,Representative,Rep.,Cheri,null,Bustos,null,1961-10-17,F,D,,RepCheri,RepCheri,RepCheri,412537,63949,134964,21329,N00033390,/m/0jwwtrm,H2IL17071,https://bustos.house.gov,https://bustos.house.gov/category/press-release/feed/,null,true,null,-0.239,10,2022,868,36,0,2022-08-25 13:00:31 -0400,1233 Longworth House Office Building,202-225-5905,null,IL,17,false,1717,4.15,97.35,2.53,117,house,null,null,null,60,Baby Boomers
B001251,Representative,Rep.,G.,K.,Butterfield,null,1947-04-27,M,D,,GKButterfield,congressmangkbutterfield,GKBNC01,400616,1013540,41077,20340,N00027035,/m/03g_pq,H4NC01046,https://butterfield.house.gov,https://butterfield.house.gov/rss.xml,null,true,null,-0.404,20,2022,868,19,0,2022-08-25 13:00:32 -0400,2080 Rayburn House Office Building,202-225-3101,null,NC,1,false,3701,2.19,98.58,1.3,117,house,null,null,null,75,Baby Boomers
C000059,Representative,Rep.,Ken,null,Calvert,null,1953-06-08,M,R,null,KenCalvert,70063393423,RepKenCalvert,400057,26709,26777,29323,N00007099,/m/024xl1,H2CA37023,https://calvert.house.gov,https://calvert.house.gov/rss.xml,null,true,null,0.349,30,2022,868,16,0,2022-08-25 13:00:30 -0400,2205 Rayburn House Office Building,202-225-1986,null,CA,42,false,0642,1.84,95.75,4.13,117,house,null,null,null,69,Baby Boomers
C001039,Representative,Rep.,Kat,null,Cammack,null,1988-02-16,F,R,null,RepKatCammack,null,null,456806,null,null,null,N00045978,/g/11fsp_lppx,H0FL03175,https://cammack.house.gov,null,null,true,null,null,2,2022,868,10,0,2022-08-25 13:00:29 -0400,1626 Longworth House Office Building,202-225-5744,null,FL,3,false,1203,1.15,90.38,9.51,117,house,null,null,null,34,Millennials
C001112,Representative,Rep.,Salud,null,Carbajal,null,1964-11-18,M,D,null,RepCarbajal,repsaludcarbajal,repcarbajal,412686,104728,81569,21709,N00037015,/g/11c2q53dct,H6CA24303,https://carbajal.house.gov,null,null,true,null,-0.298,6,2022,868,1,0,2022-08-25 13:00:33 -0400,2331 Rayburn House Office Building,202-225-3601,null,CA,24,false,0624,0.12,99.08,0.81,117,house,null,null,null,57,Baby Boomers
C001097,Representative,Rep.,Tony,null,Cárdenas,null,1963-03-31,M,D,null,RepCardenas,repcardenas,repcardenas,412517,63934,9754,21309,N00033373,/m/0cgzsw,H2CA28113,https://cardenas.house.gov,null,null,true,null,-0.385,10,2022,868,14,0,2022-08-25 13:00:32 -0400,2438 Rayburn House Office Building,202-225-6131,null,CA,29,false,0629,1.61,98.83,1.06,117,house,null,null,null,59,Baby Boomers
C001126,Representative,Rep.,Mike,null,Carey,null,1971-03-13,M,R,null,RepMikeCarey,null,null,456864,null,null,null,null,null,,https://carey.house.gov,,null,true,null,null,2,2022,510,3,0,2022-08-25 13:00:30 -0400,null,null,null,OH,15,false,3915,0.59,95.86,4.14,117,house,null,null,null,51,Gen X
C001054,Representative,Rep.,Jerry,null,Carl,null,1958-06-17,M,R,null,RepJerryCarl,null,null,456799,null,null,null,N00044245,/g/11j2j1brnb,H0AL01055,https://carl.house.gov,null,null,true,null,null,2,2022,868,5,0,2022-08-25 13:00:30 -0400,1330 Longworth House Office Building,202-225-4931,null,AL,1,false,0101,0.58,96.62,3.27,117,house,null,null,null,64,Baby Boomers
C001072,Representative,Rep.,André,null,Carson,null,1974-10-16,M,D,null,RepAndreCarson,CongressmanAndreCarson,repandrecarson,412258,1027364,84917,20757,N00029513,/m/03qcvz1,H8IN07184,https://carson.house.gov,https://carson.house.gov/rss.xml,null,true,null,-0.429,16,2022,868,3,0,2022-08-25 13:00:32 -0400,2135 Rayburn House Office Building,202-225-4011,null,IN,7,false,1807,0.35,98.73,1.16,117,house,null,null,null,47,Gen X
C001125,Representative,Rep.,Troy,null,Carter,null,1963-10-26,M,D,null,RepTroyCarter,null,null,456860,null,null,null,N00025766,null,,https://troycarter.house.gov,,null,true,null,null,2,2022,736,2,0,2022-08-25 13:00:32 -0400,null,null,null,LA,2,false,2202,0.27,98.5,1.5,117,house,null,null,null,58,Baby Boomers
C001103,Representative,Rep.,Buddy,null,Carter,null,1957-09-06,M,R,null,RepBuddyCarter,congressmanbuddycarter,null,412622,76158,32085,21513,N00035346,/m/0w32xj9,H4GA01039,https://buddycarter.house.gov,null,null,true,null,0.565,8,2022,868,51,0,2022-08-25 13:00:31 -0400,2432 Rayburn House Office Building,202-225-5831,null,GA,1,false,1301,5.88,97.78,2.09,117,house,null,null,null,64,Baby Boomers
C001051,Representative,Rep.,John,null,Carter,null,1941-11-06,M,R,null,JudgeCarter,judgecarter,repjohncarter,400068,1004257,49296,20356,N00025095,/m/04m7rg,H2TX31044,https://carter.house.gov,null,null,true,null,0.481,20,2022,868,11,0,2022-08-25 13:00:30 -0400,2208 Rayburn House Office Building,202-225-3864,null,TX,31,false,4831,1.27,94.48,5.4,117,house,null,null,null,80,Silent Generation
C001090,Representative,Rep.,Matt,null,Cartwright,null,1961-05-01,M,D,null,RepCartwright,CongressmanMattCartwright,null,412571,79865,136236,21358,N00034128,/m/0j_6b9d,H2PA17079,https://cartwright.house.gov,null,null,true,null,-0.36,10,2022,868,21,0,2022-08-25 13:00:32 -0400,2102 Rayburn House Office Building,202-225-5546,null,PA,8,false,4208,2.42,98.23,1.65,117,house,null,null,null,61,Baby Boomers
C001055,Representative,Rep.,Ed,null,Case,null,1952-09-27,M,D,null,RepEdCase,null,null,400069,null,null,20322,N00025882,null,H2HI02128,https://case.house.gov,null,null,true,null,-0.196,4,2022,868,13,0,2022-08-25 13:00:31 -0400,2210 Rayburn House Office Building,202-225-2726,null,HI,1,false,1501,1.5,97.07,2.81,117,house,null,null,null,69,Baby Boomers
C001117,Representative,Rep.,Sean,null,Casten,null,1971-11-23,M,D,null,RepCasten,RepSeanCasten,null,412775,null,176982,null,N00041338,/g/11hc_0775g,H8IL06139,https://casten.house.gov,null,null,true,null,null,4,2022,868,26,0,2022-08-25 13:00:30 -0400,2440 Rayburn House Office Building,202-225-4561,null,IL,6,false,1706,3,93.81,6.07,117,house,null,null,null,50,Gen X
