name,code,side,title,rank_in_party,begin_date,end_date,memberId,congress
Committee on Oversight and Reform,HSGO,null,null,3.0,,2017-01-03,T000463,114
Permanent Select Committee on Intelligence,HSIG,null,null,11.0,,2017-01-03,T000463,114
Committee on Oversight and Reform,HSGO,null,null,3.0,2013-01-04,2015-01-03,T000463,113
Committee on Armed Services,HSAS,null,null,9.0,2013-01-04,2015-01-03,T000463,113
Committee on Oversight and Reform,HSGO,null,null,5.0,2011-01-18,2013-01-03,T000463,112
Committee on Armed Services,HSAS,null,null,10.0,2011-01-12,2013-01-03,T000463,112
Committee on Veterans' Affairs,HSVR,null,null,7.0,2009-01-09,2011-01-03,T000463,111
Committee on Armed Services,HSAS,null,null,11.0,2009-01-09,2011-01-03,T000463,111
Committee on Oversight and Reform,HSGO,null,null,6.0,2009-01-09,2011-01-03,T000463,111
Committee on Armed Services,HSAS,null,null,16.0,2007-01-10,2009-01-03,T000463,110
Committee on Oversight and Reform,HSGO,null,null,10.0,2007-01-10,2009-01-03,T000463,110
Committee on Veterans' Affairs,HSVR,null,null,10.0,2007-01-10,2009-01-03,T000463,110
Committee on Veterans' Affairs,HSVR,majority,Member,9.0,,2023-01-03,U000040,117
Committee on Appropriations,HSAP,majority,Member,32.0,,2023-01-03,U000040,117
Committee on Homeland Security,HSHM,majority,Member,10.0,2019-01-23,2021-01-03,U000040,116
Committee on Veterans' Affairs,HSVR,majority,Member,15.0,2019-01-17,2021-01-03,U000040,116
Committee on Education and Labor,HSED,majority,Member,19.0,2019-01-15,2021-01-03,U000040,116
Committee on Energy and Commerce,HSIF,minority,Member,2.0,,2023-01-03,U000031,117
Committee on Energy and Commerce,HSIF,minority,Member,2.0,2019-01-23,2021-01-03,U000031,116
Committee on Energy and Commerce,HSIF,majority,Member,3.0,,2019-01-03,U000031,115
Committee on Energy and Commerce,HSIF,null,null,1.0,,2017-01-03,U000031,114
Committee on Energy and Commerce,HSIF,null,null,1.0,2013-01-03,2015-01-03,U000031,113
Committee on Energy and Commerce,HSIF,null,null,1.0,2011-01-05,2013-01-03,U000031,112
Committee on Energy and Commerce,HSIF,null,null,4.0,2009-01-09,2011-01-03,U000031,111
Committee on Energy and Commerce,HSIF,null,null,3.0,2007-01-10,2009-01-03,U000031,110
Committee on Appropriations,HSAP,minority,Member,18.0,,2023-01-03,V000129,117
Committee on Appropriations,HSAP,majority,Member,19.0,,2019-01-03,V000129,115
Committee on Appropriations,HSAP,null,null,21.0,,2017-01-03,V000129,114
Committee on Appropriations,HSAP,null,null,25.0,2013-01-04,2015-01-03,V000129,113
Committee on Homeland Security,HSHM,minority,Member,6.0,,2023-01-03,V000133,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,25.0,,2023-01-03,V000133,117
Committee on Education and Labor,HSED,minority,Member,22.0,2020-01-16,2021-01-03,V000133,116
Committee on Homeland Security,HSHM,minority,Member,13.0,2020-01-16,2021-01-03,V000133,116
Committee on Natural Resources,HSII,majority,Member,12.0,2019-01-24,2019-12-19,V000133,116
Committee on Agriculture,HSAG,majority,Member,15.0,2019-01-17,2019-12-19,V000133,116
Select Committee on the Modernization of Congress,HSMH,minority,Member,5.0,,2023-01-03,V000134,117
Committee on Small Business,HSSM,minority,Member,9.0,,2023-01-03,V000134,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,30.0,,2023-01-03,V000134,117
Committee on Financial Services,HSBA,majority,Member,12.0,,2023-01-03,V000130,117
Committee on Foreign Affairs,HSFA,majority,Member,25.0,,2023-01-03,V000130,117
Committee on Financial Services,HSBA,majority,Member,15.0,2019-01-17,2021-01-03,V000130,116
Committee on Foreign Affairs,HSFA,majority,Member,25.0,2019-01-17,2021-01-03,V000130,116
Committee on Financial Services,HSBA,minority,Member,22.0,,2019-01-03,V000130,115
Committee on Financial Services,HSBA,null,null,26.0,,2017-01-03,V000130,114
Committee on Administration,HSHA,null,null,3.0,,2017-01-03,V000130,114
Joint Committee on Printing,JSPR,null,null,5.0,,2017-01-03,V000130,114
Committee on Administration,HSHA,null,null,3.0,2013-02-05,2015-01-03,V000130,113
Committee on Agriculture,HSAG,null,null,17.0,2013-01-14,2015-01-03,V000130,113
Committee on Foreign Affairs,HSFA,null,null,13.0,2013-01-03,2015-01-03,V000130,113
Committee on Energy and Commerce,HSIF,majority,Member,20.0,,2023-01-03,V000131,117
Committee on Armed Services,HSAS,majority,Member,28.0,,2023-01-03,V000131,117
Committee on Small Business,HSSM,majority,Member,8.0,2019-01-24,2021-01-03,V000131,116
Committee on Energy and Commerce,HSIF,majority,Member,24.0,2019-01-15,2021-01-03,V000131,116
Committee on Armed Services,HSAS,minority,Member,12.0,,2019-01-03,V000131,115
"Committee on Science, Space, and Technology",HSSY,minority,Member,7.0,,2019-01-03,V000131,115
Committee on Armed Services,HSAS,null,null,17.0,,2017-01-03,V000131,114
"Committee on Science, Space, and Technology",HSSY,null,null,10.0,,2017-01-03,V000131,114
"Committee on Science, Space, and Technology",HSSY,null,null,15.0,2013-01-14,2015-01-03,V000131,113
Committee on Armed Services,HSAS,null,null,27.0,2013-01-03,2015-01-03,V000131,113
Committee on Agriculture,HSAG,majority,Member,4.0,,2022-03-31,V000132,117
Committee on Armed Services,HSAS,majority,Member,15.0,,2022-03-31,V000132,117
Committee on Agriculture,HSAG,majority,Member,6.0,2019-01-17,2021-01-03,V000132,116
Committee on Armed Services,HSAS,majority,Member,17.0,2019-01-15,2021-01-03,V000132,116
Committee on Agriculture,HSAG,minority,Member,7.0,,2019-01-03,V000132,115
Committee on Homeland Security,HSHM,minority,Member,7.0,,2019-01-03,V000132,115
Committee on Agriculture,HSAG,null,null,8.0,,2017-01-03,V000132,114
Committee on Homeland Security,HSHM,null,null,9.0,,2017-01-03,V000132,114
Committee on Homeland Security,HSHM,null,null,12.0,2013-01-14,2015-01-03,V000132,113
Committee on Agriculture,HSAG,null,null,11.0,2013-01-03,2015-01-03,V000132,113
Committee on Natural Resources,HSII,majority,Member,12.0,,2023-01-03,V000081,117
Committee on Financial Services,HSBA,majority,Member,3.0,,2023-01-03,V000081,117
Committee on Small Business,HSSM,majority,Chair,1.0,,2023-01-03,V000081,117
Committee on Natural Resources,HSII,majority,Member,13.0,2019-01-24,2021-01-03,V000081,116
Committee on Financial Services,HSBA,majority,Member,3.0,2019-01-17,2021-01-03,V000081,116
Committee on Small Business,HSSM,majority,Chair,1.0,2019-01-04,2021-01-03,V000081,116
Committee on Financial Services,HSBA,minority,Member,3.0,,2019-01-03,V000081,115
Committee on Small Business,HSSM,minority,Ranking Member,1.0,,2019-01-03,V000081,115
Committee on Financial Services,HSBA,null,null,3.0,,2017-01-03,V000081,114
Committee on Small Business,HSSM,null,null,1.0,,2017-01-03,V000081,114
Committee on Financial Services,HSBA,null,null,3.0,2013-01-03,2015-01-03,V000081,113
Committee on Small Business,HSSM,null,null,1.0,2013-01-03,2015-01-03,V000081,113
Committee on Financial Services,HSBA,null,null,5.0,2011-01-19,2013-01-03,V000081,112
Committee on Small Business,HSSM,null,null,1.0,2011-01-05,2013-01-03,V000081,112
Committee on Financial Services,HSBA,null,null,6.0,2009-01-07,2011-01-03,V000081,111
Committee on Small Business,HSSM,null,null,1.0,2009-01-06,2011-01-03,V000081,111
Committee on Financial Services,HSBA,null,null,6.0,2007-01-12,2009-01-03,V000081,110
Committee on Small Business,HSSM,null,null,1.0,2007-01-04,2009-01-03,V000081,110
Committee on Financial Services,HSBA,minority,Member,7.0,,2023-01-03,W000812,117
Committee on Foreign Affairs,HSFA,minority,Member,9.0,,2023-01-03,W000812,117
Committee on Financial Services,HSBA,minority,Member,7.0,2019-01-23,2021-01-03,W000812,116
Committee on Foreign Affairs,HSFA,minority,Member,10.0,2019-01-23,2021-01-03,W000812,116
Committee on Financial Services,HSBA,majority,Member,15.0,,2019-01-03,W000812,115
Committee on Foreign Affairs,HSFA,majority,Member,21.0,,2019-01-03,W000812,115
Committee on Financial Services,HSBA,null,null,23.0,,2017-01-03,W000812,114
Committee on Financial Services,HSBA,null,null,31.0,2013-01-04,2015-01-03,W000812,113
Committee on Energy and Commerce,HSIF,minority,Member,16.0,,2023-01-03,W000798,117
Committee on Education and Labor,HSED,minority,Member,4.0,,2023-01-03,W000798,117
Committee on Education and Labor,HSED,minority,Member,4.0,2019-01-23,2021-01-03,W000798,116
Committee on Energy and Commerce,HSIF,minority,Member,21.0,2019-01-23,2021-01-03,W000798,116
Committee on Education and Labor,HSED,majority,Member,6.0,,2019-01-03,W000798,115
Committee on Energy and Commerce,HSIF,majority,Member,27.0,,2019-01-03,W000798,115
Committee on Education and Labor,HSED,null,null,7.0,,2017-01-03,W000798,114
Committee on Oversight and Reform,HSGO,null,null,6.0,,2017-01-03,W000798,114
Committee on Education and Labor,HSED,null,null,11.0,2013-01-04,2015-01-03,W000798,113
Committee on Oversight and Reform,HSGO,null,null,8.0,2013-01-04,2015-01-03,W000798,113
Committee on Homeland Security,HSHM,null,null,9.0,2011-01-18,2013-01-03,W000798,112
Committee on Oversight and Reform,HSGO,null,null,10.0,2011-01-18,2013-01-03,W000798,112
Committee on Education and Labor,HSED,null,null,12.0,2011-01-18,2013-01-03,W000798,112
Committee on Agriculture,HSAG,null,null,21.0,2007-01-10,2009-01-03,W000798,110
Committee on Education and Labor,HSED,null,null,20.0,2007-01-10,2009-01-03,W000798,110
Committee on Ways and Means,HSWM,minority,Member,10.0,,2022-08-03,W000813,117
Committee on Ethics,HSSO,minority,Ranking Member,1.0,,2022-08-03,W000813,117
Committee on Ethics,HSSO,minority,Member,4.0,2019-02-08,2021-01-03,W000813,116
Committee on Ways and Means,HSWM,minority,Member,12.0,,2021-01-03,W000813,116
Committee on Ways and Means,HSWM,majority,Member,20.0,,2019-01-03,W000813,115
Committee on Agriculture,HSAG,null,null,19.0,,2017-01-03,W000813,114
Committee on Armed Services,HSAS,null,null,28.0,,2017-01-03,W000813,114
Committee on Veterans' Affairs,HSVR,null,null,9.0,,2017-01-03,W000813,114
Committee on the Budget,HSBU,null,null,18.0,2013-02-05,2015-01-03,W000813,113
Committee on Armed Services,HSAS,null,null,34.0,2013-01-04,2015-01-03,W000813,113
Committee on Veterans' Affairs,HSVR,null,null,14.0,2013-01-04,2015-01-03,W000813,113
"Committee on Science, Space, and Technology",HSSY,minority,Member,7.0,,2023-01-03,W000823,117
Committee on Armed Services,HSAS,minority,Member,19.0,,2023-01-03,W000823,117
"Committee on Science, Space, and Technology",HSSY,minority,Member,13.0,2019-01-23,2021-01-03,W000823,116
Committee on Armed Services,HSAS,minority,Member,26.0,2019-01-23,2021-01-03,W000823,116
Committee on Appropriations,HSAP,majority,Member,10.0,,2023-01-03,W000797,117
Committee on Oversight and Reform,HSGO,majority,Member,15.0,,2023-01-03,W000797,117
Committee on Oversight and Reform,HSGO,majority,Member,10.0,2019-01-23,2021-01-03,W000797,116
Committee on Appropriations,HSAP,majority,Member,13.0,2019-01-15,2021-01-03,W000797,116
Committee on Appropriations,HSAP,minority,Member,13.0,,2019-01-03,W000797,115
Committee on the Budget,HSBU,minority,Member,8.0,,2019-01-03,W000797,115
Committee on Appropriations,HSAP,null,null,17.0,,2017-01-03,W000797,114
Committee on Appropriations,HSAP,null,null,18.0,2013-01-03,2015-01-03,W000797,113
Committee on the Budget,HSBU,null,null,6.0,2013-01-03,2013-02-04,W000797,113
Committee on the Budget,HSBU,null,null,11.0,2011-01-25,2013-01-03,W000797,112
Committee on the Judiciary,HSJU,null,null,16.0,2011-01-19,2011-09-20,W000797,112
Committee on the Judiciary,HSJU,null,null,23.0,2009-01-21,2011-01-03,W000797,111
Committee on Appropriations,HSAP,null,null,33.0,2009-01-07,2011-01-03,W000797,111
Committee on the Judiciary,HSJU,null,null,21.0,2007-01-23,2009-01-03,W000797,110
Committee on Appropriations,HSAP,null,null,36.0,2007-01-04,2009-01-03,W000797,110
Committee on Financial Services,HSBA,majority,Chair,1.0,,2023-01-03,W000187,117
Committee on Financial Services,HSBA,majority,Chair,1.0,2019-01-03,2021-01-03,W000187,116
Committee on Financial Services,HSBA,minority,Ranking Member,1.0,,2019-01-03,W000187,115
Committee on Financial Services,HSBA,null,null,1.0,,2017-01-03,W000187,114
Committee on Financial Services,HSBA,null,null,1.0,2013-01-03,2015-01-03,W000187,113
Committee on Financial Services,HSBA,null,null,2.0,2011-01-19,2013-01-03,W000187,112
Committee on the Judiciary,HSJU,null,null,8.0,2011-01-19,2013-01-03,W000187,112
Committee on the Judiciary,HSJU,null,null,9.0,2009-01-21,2011-01-03,W000187,111
Committee on Financial Services,HSBA,null,null,3.0,2009-01-07,2011-01-03,W000187,111
Committee on the Judiciary,HSJU,null,null,9.0,2007-01-18,2009-01-03,W000187,110
Committee on Financial Services,HSBA,null,null,3.0,2007-01-12,2009-01-03,W000187,110
Committee on Appropriations,HSAP,majority,Member,22.0,,2023-01-03,W000822,117
Committee on Homeland Security,HSHM,majority,Member,12.0,,2023-01-03,W000822,117
Committee on Homeland Security,HSHM,majority,Member,16.0,2019-01-23,2021-01-03,W000822,116
Committee on Appropriations,HSAP,majority,Member,25.0,2019-01-15,2021-01-03,W000822,116
Committee on Oversight and Reform,HSGO,minority,Member,10.0,,2019-01-03,W000822,115
Committee on Homeland Security,HSHM,minority,Member,8.0,,2019-01-03,W000822,115
Committee on Oversight and Reform,HSGO,null,null,13.0,,2017-01-03,W000822,114
Committee on Homeland Security,HSHM,null,null,10.0,,2017-01-03,W000822,114
Select Investigative Panel of the Committee on Energy and Commerce,,null,null,6.0,,2017-01-03,W000822,114
"Committee on Science, Space, and Technology",HSSY,minority,Member,4.0,,2023-01-03,W000814,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,14.0,,2023-01-03,W000814,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,16.0,2019-01-23,2021-01-03,W000814,116
"Committee on Science, Space, and Technology",HSSY,minority,Member,4.0,2019-01-23,2021-01-03,W000814,116
Committee on Transportation and Infrastructure,HSPW,majority,Member,25.0,,2019-01-03,W000814,115
"Committee on Science, Space, and Technology",HSSY,majority,Member,8.0,,2019-01-03,W000814,115
Committee on Foreign Affairs,HSFA,null,null,15.0,,2017-01-03,W000814,114
"Committee on Science, Space, and Technology",HSSY,null,null,12.0,,2017-01-03,W000814,114
Committee on Foreign Affairs,HSFA,null,null,17.0,2013-01-04,2015-01-03,W000814,113
"Committee on Science, Space, and Technology",HSSY,null,null,20.0,2013-01-04,2015-01-03,W000814,113
Committee on Natural Resources,HSII,minority,Member,11.0,,2023-01-03,W000806,117
"Committee on Science, Space, and Technology",HSSY,minority,Member,10.0,,2023-01-03,W000806,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,5.0,,2023-01-03,W000806,117
Committee on Natural Resources,HSII,minority,Member,13.0,2019-01-24,2021-01-03,W000806,116
Committee on Transportation and Infrastructure,HSPW,minority,Member,5.0,2019-01-23,2021-01-03,W000806,116
Committee on Natural Resources,HSII,majority,Member,19.0,,2019-01-03,W000806,115
Committee on Transportation and Infrastructure,HSPW,majority,Member,10.0,,2019-01-03,W000806,115
"Committee on Science, Space, and Technology",HSSY,majority,Member,15.0,,2019-01-03,W000806,115
Committee on Transportation and Infrastructure,HSPW,null,null,14.0,,2017-01-03,W000806,114
Committee on Transportation and Infrastructure,HSPW,null,null,20.0,2013-01-04,2015-01-03,W000806,113
Committee on Rules,HSRU,null,null,7.0,2013-01-03,2015-01-03,W000806,113
Committee on Rules,HSRU,null,null,8.0,2011-01-05,2013-01-03,W000806,112
Committee on Energy and Commerce,HSIF,majority,Member,12.0,,2023-01-03,W000800,117
Committee on Oversight and Reform,HSGO,majority,Member,16.0,,2023-01-03,W000800,117
Committee on Oversight and Reform,HSGO,majority,Member,12.0,2019-01-23,2021-01-03,W000800,116
Permanent Select Committee on Intelligence,HSIG,majority,Member,10.0,2019-01-16,2021-01-03,W000800,116
Committee on Energy and Commerce,HSIF,majority,Member,13.0,2019-01-15,2021-01-03,W000800,116
Committee on Oversight and Reform,HSGO,minority,Member,15.0,,2019-01-03,W000800,115
Committee on Energy and Commerce,HSIF,minority,Member,14.0,,2019-01-03,W000800,115
Committee on Oversight and Reform,HSGO,null,null,17.0,,2017-01-03,W000800,114
Committee on Energy and Commerce,HSIF,null,null,15.0,,2017-01-03,W000800,114
Committee on Oversight and Reform,HSGO,null,null,15.0,2013-02-13,2015-01-03,W000800,113
Committee on Energy and Commerce,HSIF,null,null,22.0,2013-01-03,2015-01-03,W000800,113
Committee on Agriculture,HSAG,null,null,15.0,2011-01-19,2013-01-03,W000800,112
Committee on Oversight and Reform,HSGO,null,null,14.0,2011-01-19,2013-01-03,W000800,112
Committee on Oversight and Reform,HSGO,null,null,21.0,2009-01-28,2011-01-03,W000800,111
Committee on Ethics,HSSO,null,null,5.0,2009-01-22,2011-01-03,W000800,111
Committee on Energy and Commerce,HSIF,null,null,36.0,2009-01-07,2011-01-03,W000800,111
Committee on Rules,HSRU,null,null,6.0,2009-01-06,2011-01-03,W000800,111
Committee on Oversight and Reform,HSGO,null,null,23.0,2007-01-12,2009-01-03,W000800,110
Committee on Rules,HSRU,null,null,6.0,2007-01-12,2009-01-03,W000800,110
Committee on Ways and Means,HSWM,minority,Member,12.0,,2023-01-03,W000815,117
Permanent Select Committee on Intelligence,HSIG,minority,Member,4.0,,2021-01-03,W000815,116
Committee on Ways and Means,HSWM,minority,Member,14.0,,2021-01-03,W000815,116
Committee on Ways and Means,HSWM,majority,Member,24.0,2018-05-16,2019-01-03,W000815,115
Committee on Armed Services,HSAS,majority,Member,19.0,2017-01-06,2018-03-16,W000815,115
Committee on Veterans' Affairs,HSVR,majority,Member,4.0,2017-01-06,2018-03-16,W000815,115
Permanent Select Committee on Intelligence,HSIG,majority,Member,8.0,,2019-01-03,W000815,115
Committee on Armed Services,HSAS,null,null,27.0,,2017-01-03,W000815,114
Permanent Select Committee on Intelligence,HSIG,null,null,12.0,,2017-01-03,W000815,114
Committee on Veterans' Affairs,HSVR,null,null,8.0,,2017-01-03,W000815,114
Committee on Armed Services,HSAS,null,null,33.0,2013-01-04,2015-01-03,W000815,113
Committee on Veterans' Affairs,HSVR,null,null,12.0,2013-01-04,2015-01-03,W000815,113
Committee on Natural Resources,HSII,minority,Ranking Member,1.0,,2023-01-03,W000821,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,16.0,,2023-01-03,W000821,117
Committee on Natural Resources,HSII,minority,Member,9.0,2019-01-24,2021-01-03,W000821,116
Committee on Transportation and Infrastructure,HSPW,minority,Member,18.0,2019-01-23,2021-01-03,W000821,116
Committee on the Budget,HSBU,majority,Member,12.0,,2019-01-03,W000821,115
Committee on Natural Resources,HSII,majority,Member,15.0,,2019-01-03,W000821,115
Committee on Transportation and Infrastructure,HSPW,majority,Member,27.0,,2019-01-03,W000821,115
Committee on the Budget,HSBU,null,null,20.0,,2017-01-03,W000821,114
Committee on Natural Resources,HSII,null,null,17.0,,2017-01-03,W000821,114
"Committee on Science, Space, and Technology",HSSY,null,null,16.0,,2017-01-03,W000821,114
Committee on Appropriations,HSAP,majority,Member,30.0,,2023-01-03,W000825,117
Committee on the Budget,HSBU,majority,Member,14.0,,2023-01-03,W000825,117
"Committee on Science, Space, and Technology",HSSY,majority,Member,21.0,2019-01-23,2021-01-03,W000825,116
Committee on Financial Services,HSBA,majority,Member,27.0,2019-01-17,2021-01-03,W000825,116
Committee on Ethics,HSSO,majority,Member,2.0,,2023-01-03,W000826,117
"Committee on Science, Space, and Technology",HSSY,majority,Member,21.0,,2023-01-03,W000826,117
Committee on Foreign Affairs,HSFA,majority,Member,13.0,,2023-01-03,W000826,117
Committee on Education and Labor,HSED,majority,Member,13.0,,2023-01-03,W000826,117
Committee on Ethics,HSSO,majority,Member,3.0,2019-02-13,2021-01-03,W000826,116
Committee on Foreign Affairs,HSFA,majority,Member,15.0,2019-01-17,2021-01-03,W000826,116
Committee on Education and Labor,HSED,majority,Member,15.0,2019-01-15,2021-01-03,W000826,116
Committee on Financial Services,HSBA,minority,Member,9.0,,2023-01-03,W000816,117
Committee on Small Business,HSSM,minority,Member,4.0,,2023-01-03,W000816,117
Committee on Financial Services,HSBA,minority,Member,10.0,2019-01-23,2021-01-03,W000816,116
Committee on Financial Services,HSBA,majority,Member,20.0,,2019-01-03,W000816,115
Committee on Financial Services,HSBA,null,null,30.0,,2017-01-03,W000816,114
Committee on the Budget,HSBU,null,null,21.0,2013-02-05,2015-01-03,W000816,113
Committee on Transportation and Infrastructure,HSPW,null,null,28.0,2013-01-04,2015-01-03,W000816,113
Select Committee on the Modernization of Congress,HSMH,majority,Member,6.0,,2023-01-03,W000788,117
Committee on Financial Services,HSBA,majority,Member,29.0,,2023-01-03,W000788,117
Committee on Transportation and Infrastructure,HSPW,majority,Member,35.0,,2023-01-03,W000788,117
Committee on Armed Services,HSAS,minority,Member,2.0,,2023-01-03,W000795,117
Committee on Foreign Affairs,HSFA,minority,Member,4.0,,2023-01-03,W000795,117
Committee on Education and Labor,HSED,minority,Member,2.0,,2023-01-03,W000795,117
Committee on Foreign Affairs,HSFA,minority,Member,4.0,2019-01-23,2021-01-03,W000795,116
Committee on Armed Services,HSAS,minority,Member,2.0,2019-01-23,2021-01-03,W000795,116
Committee on Armed Services,HSAS,majority,Member,3.0,,2019-01-03,W000795,115
Committee on Education and Labor,HSED,majority,Member,2.0,,2019-01-03,W000795,115
Committee on Foreign Affairs,HSFA,majority,Member,6.0,,2019-01-03,W000795,115
Committee on Armed Services,HSAS,null,null,5.0,,2017-01-03,W000795,114
Committee on Education and Labor,HSED,null,null,2.0,,2017-01-03,W000795,114
Committee on Foreign Affairs,HSFA,null,null,6.0,,2017-01-03,W000795,114
Committee on Education and Labor,HSED,null,null,4.0,2013-01-04,2015-01-03,W000795,113
Committee on Foreign Affairs,HSFA,null,null,6.0,2013-01-04,2015-01-03,W000795,113
Committee on Armed Services,HSAS,null,null,6.0,2013-01-04,2015-01-03,W000795,113
Committee on Foreign Affairs,HSFA,null,null,11.0,2011-01-18,2013-01-03,W000795,112
Committee on Education and Labor,HSED,null,null,6.0,2011-01-18,2013-01-03,W000795,112
Committee on Armed Services,HSAS,null,null,8.0,2011-01-12,2013-01-03,W000795,112
Committee on Armed Services,HSAS,null,null,8.0,2009-01-09,2011-01-03,W000795,111
Committee on Education and Labor,HSED,null,null,10.0,2009-01-09,2011-01-03,W000795,111
Committee on Foreign Affairs,HSFA,null,null,11.0,2009-01-09,2011-01-03,W000795,111
Committee on Armed Services,HSAS,null,null,12.0,2007-01-10,2009-01-03,W000795,110
Committee on Education and Labor,HSED,null,null,10.0,2007-01-10,2009-01-03,W000795,110
Committee on Foreign Affairs,HSFA,null,null,15.0,2007-01-10,2009-01-03,W000795,110
Committee on Transportation and Infrastructure,HSPW,majority,Member,15.0,,2023-01-03,W000808,117
Committee on Education and Labor,HSED,majority,Member,5.0,,2023-01-03,W000808,117
Committee on Education and Labor,HSED,majority,Member,7.0,2019-01-15,2021-01-03,W000808,116
Committee on Transportation and Infrastructure,HSPW,majority,Member,17.0,2017-01-17,2021-01-03,W000808,116
Committee on Education and Labor,HSED,minority,Member,8.0,,2019-01-03,W000808,115
Committee on Transportation and Infrastructure,HSPW,minority,Member,22.0,,2019-01-03,W000808,115
Committee on Education and Labor,HSED,null,null,9.0,,2017-01-03,W000808,114
"Committee on Science, Space, and Technology",HSSY,null,null,5.0,2013-01-03,2015-01-03,W000808,113
Committee on Education and Labor,HSED,null,null,16.0,2013-01-03,2015-01-03,W000808,113
Committee on Foreign Affairs,HSFA,null,null,17.0,2011-01-19,2013-01-03,W000808,112
"Committee on Science, Space, and Technology",HSSY,null,null,12.0,2011-01-19,2013-01-03,W000808,112
Committee on Natural Resources,HSII,minority,Member,5.0,,2023-01-03,W000804,117
Committee on Armed Services,HSAS,minority,Member,5.0,,2023-01-03,W000804,117
Committee on Natural Resources,HSII,minority,Member,5.0,2019-01-24,2021-01-03,W000804,116
Committee on Armed Services,HSAS,minority,Member,8.0,2019-01-23,2021-01-03,W000804,116
Committee on Armed Services,HSAS,majority,Member,11.0,,2019-01-03,W000804,115
Committee on Natural Resources,HSII,majority,Member,5.0,,2019-01-03,W000804,115
Committee on Armed Services,HSAS,null,null,15.0,,2017-01-03,W000804,114
Committee on Natural Resources,HSII,null,null,5.0,,2017-01-03,W000804,114
Committee on Natural Resources,HSII,null,null,6.0,2013-01-04,2015-01-03,W000804,113
Committee on Armed Services,HSAS,null,null,16.0,2013-01-04,2015-01-03,W000804,113
Committee on Natural Resources,HSII,null,null,7.0,2011-01-18,2013-01-03,W000804,112
Committee on Armed Services,HSAS,null,null,17.0,2011-01-12,2013-01-03,W000804,112
Committee on Armed Services,HSAS,null,null,18.0,2009-01-09,2011-01-03,W000804,111
Committee on Natural Resources,HSII,null,null,13.0,2009-01-09,2011-01-03,W000804,111
"Committee on Science, Space, and Technology",HSSY,null,null,22.0,2007-12-18,2007-12-18,W000804,110
Committee on Foreign Affairs,HSFA,null,null,24.0,2007-12-18,2009-01-03,W000804,110
Committee on Appropriations,HSAP,minority,Member,9.0,,2023-01-03,W000809,117
Committee on Appropriations,HSAP,minority,Member,10.0,2019-01-23,2021-01-03,W000809,116
Committee on the Budget,HSBU,minority,Ranking Member,1.0,2019-01-03,2021-01-03,W000809,116
Committee on Appropriations,HSAP,majority,Member,13.0,,2019-01-03,W000809,115
Committee on the Budget,HSBU,majority,Chair,1.0,,2019-01-03,W000809,115
Committee on Appropriations,HSAP,null,null,15.0,,2017-01-03,W000809,114
Committee on the Budget,HSBU,null,null,13.0,,2017-01-03,W000809,114
Committee on Appropriations,HSAP,null,null,18.0,2013-01-04,2015-01-03,W000809,113
Committee on Appropriations,HSAP,null,null,28.0,2011-01-05,2013-01-03,W000809,112
Committee on Education and Labor,HSED,minority,Member,11.0,2021-01-28,2021-02-07,W000827,117
Committee on Education and Labor,HSED,minority,Member,17.0,2019-01-23,2021-01-03,W000827,116
Committee on Foreign Affairs,HSFA,minority,Member,16.0,2019-01-23,2021-01-03,W000827,116
Committee on the Budget,HSBU,majority,Chair,1.0,,2023-01-03,Y000062,117
Committee on Education and Labor,HSED,majority,Member,27.0,,2023-01-03,Y000062,117
Committee on the Budget,HSBU,majority,Chair,1.0,2019-01-03,2021-01-03,Y000062,116
Committee on the Budget,HSBU,minority,Ranking Member,1.0,,2019-01-03,Y000062,115
Committee on the Budget,HSBU,null,null,2.0,,2017-01-03,Y000062,114
Committee on Energy and Commerce,HSIF,null,null,18.0,,2017-01-03,Y000062,114
Committee on the Budget,HSBU,null,null,2.0,2013-01-03,2015-01-03,Y000062,113
Committee on Education and Labor,HSED,null,null,16.0,2013-01-03,2013-10-15,Y000062,113
Committee on Ethics,HSSO,null,null,2.0,2011-01-26,2013-01-03,Y000062,112
Committee on the Budget,HSBU,null,null,7.0,2011-01-25,2013-01-03,Y000062,112
Committee on Oversight and Reform,HSGO,null,null,15.0,2011-01-19,2013-01-03,Y000062,112
Committee on the Budget,HSBU,null,null,14.0,2009-01-21,2011-01-03,Y000062,111
Committee on Ways and Means,HSWM,null,null,26.0,2009-01-07,2011-01-03,Y000062,111
Committee on Oversight and Reform,HSGO,null,null,14.0,2007-01-12,2009-01-03,Y000062,110
Committee on Education and Labor,HSED,null,null,23.0,2007-01-10,2009-01-03,Y000062,110
Committee on Natural Resources,HSII,minority,Member,2.0,,2022-03-18,Y000033,117
Committee on Transportation and Infrastructure,HSPW,minority,Member,2.0,,2022-03-18,Y000033,117
Committee on Natural Resources,HSII,minority,Member,2.0,2019-01-24,2021-01-03,Y000033,116
Committee on Transportation and Infrastructure,HSPW,minority,Member,2.0,2019-01-23,2021-01-03,Y000033,116
Committee on Natural Resources,HSII,majority,Member,2.0,,2019-01-03,Y000033,115
