congress,chamber,title,short_title,state,party,leadership_role,fec_candidate_id,seniority,district,at_large,ocd_id,start_date,end_date,office,phone,fax,contact_form,cook_pvi,dw_nominate,ideal_point,next_election,total_votes,missed_votes,total_present,senate_class,state_rank,lis_id,bills_sponsored,bills_cosponsored,missed_votes_pct,votes_with_party_pct,votes_against_party_pct,memberId
117,House,Representative,Rep.,CA,D,null,H6CA05195,18,6,false,ocd-division/country:us/state:ca/cd:6,2021-01-03,2023-01-03,2311 Rayburn House Office Building,202-225-7163,null,null,null,-0.434,null,2022,868.0,12.0,0.0,,,,29.0,471.0,1.38,99.06,0.82,M001163
116,House,Representative,Rep.,CA,D,null,H6CA05195,16,6,false,ocd-division/country:us/state:ca/cd:6,2019-01-03,2021-01-03,2311 Rayburn House Office Building,202-225-7163,null,null,D+21,-0.434,null,2020,954.0,8.0,0.0,,,,38.0,424.0,0.84,98.73,1.17,M001163
115,House,Representative,Rep.,CA,D,null,H6CA05195,14,6,false,ocd-division/country:us/state:ca/cd:6,2017-01-03,2019-01-03,2311 Rayburn House Office Building,202-225-7163,202-225-0566,null,null,-0.435,null,2018,1211.0,16.0,2.0,,,,10.0,426.0,1.32,97.68,2.32,M001163
114,House,Representative,Rep.,CA,D,null,H6CA05195,12,6,false,ocd-division/country:us/state:ca/cd:6,2015-01-06,2017-01-03,null,null,null,null,null,-0.435,null,2016,1325.0,11.0,0.0,,,,12.0,323.0,0.83,98.16,1.77,M001163
113,House,Representative,Rep.,CA,D,null,,10,6,false,ocd-division/country:us/state:ca/cd:6,2013-01-03,2015-01-02,null,null,null,null,null,-0.435,-1.228381514,2014,1204.0,24.0,1.0,,,,20.0,305.0,1.99,94.44,5.47,M001163
112,House,Representative,Rep.,CA,D,null,,8,5,false,ocd-division/country:us/state:ca/cd:5,2011-01-04,2013-01-03,null,null,null,null,null,-0.435,null,2012,1607.0,8.0,1.0,,,,16.0,224.0,0.5,94.67,5.27,M001163
111,House,Representative,Rep.,CA,D,null,,6,5,false,ocd-division/country:us/state:ca/cd:5,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,15.0,0.0,,,,45.0,474.0,0.91,98.77,1.17,M001163
110,House,Representative,Rep.,CA,D,null,,4,5,false,ocd-division/country:us/state:ca/cd:5,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,14.0,0.0,,,,42.0,624.0,0.75,99.29,1.2,M001163
109,House,Representative,Rep.,CA,D,null,,2,5,false,ocd-division/country:us/state:ca/cd:5,2005-03-08,2007-01-03,null,null,null,null,null,null,null,,1151.0,15.0,2.0,,,,2.0,371.0,1.3,96.7,3.57,M001163
117,House,Representative,Rep.,GA,D,null,H8GA06393,4,6,false,ocd-division/country:us/state:ga/cd:6,2021-01-03,2023-01-03,1513 Longworth House Office Building,202-225-4501,null,null,null,null,null,2022,868.0,3.0,0.0,,,,20.0,395.0,0.35,98.15,1.74,M001208
116,House,Representative,Rep.,GA,D,null,H8GA06393,2,6,false,ocd-division/country:us/state:ga/cd:6,2019-01-03,2021-01-03,1513 Longworth House Office Building,202-225-4501,null,null,R+8,null,null,2020,954.0,2.0,0.0,,,,15.0,309.0,0.21,96.63,3.26,M001208
117,House,Representative,Rep.,CA,R,House Minority Leader,H6CA22125,16,23,false,ocd-division/country:us/state:ca/cd:23,2021-01-03,2023-01-03,2468 Rayburn House Office Building,202-225-2915,null,null,null,0.454,null,2022,868.0,13.0,0.0,,,,11.0,70.0,1.5,97.76,2.12,M001165
116,House,Representative,Rep.,CA,R,House Minority Leader,H6CA22125,14,23,false,ocd-division/country:us/state:ca/cd:23,2019-01-03,2021-01-03,2468 Rayburn House Office Building,202-225-2915,null,null,R+14,0.458,null,2020,954.0,26.0,0.0,,,,18.0,34.0,2.73,94.99,4.9,M001165
115,House,Representative,Rep.,CA,R,Majority Leader,H6CA22125,12,23,false,ocd-division/country:us/state:ca/cd:23,2017-01-03,2019-01-03,2421 Rayburn House Office Building,202-225-2915,202-225-2908,null,null,0.462,null,2018,1211.0,19.0,0.0,,,,20.0,22.0,1.57,98.57,1.43,M001165
114,House,Representative,Rep.,CA,R,null,H2CA23148,10,23,false,ocd-division/country:us/state:ca/cd:23,2015-01-06,2017-01-03,null,null,null,null,null,0.462,null,2016,1325.0,19.0,0.0,,,,23.0,6.0,1.43,96.99,2.93,M001165
113,House,Representative,Rep.,CA,R,null,,8,23,false,ocd-division/country:us/state:ca/cd:23,2013-01-03,2015-01-02,null,null,null,null,null,0.462,0.706312538,2014,1204.0,1.0,0.0,,,,10.0,45.0,0.08,96.58,3.34,M001165
112,House,Representative,Rep.,CA,R,null,,6,22,false,ocd-division/country:us/state:ca/cd:22,2011-01-04,2013-01-03,null,null,null,null,null,0.462,null,2012,1607.0,39.0,0.0,,,,5.0,48.0,2.43,96.98,2.95,M001165
111,House,Representative,Rep.,CA,R,null,,4,22,false,ocd-division/country:us/state:ca/cd:22,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,63.0,0.0,,,,15.0,190.0,3.81,97.2,2.74,M001165
110,House,Representative,Rep.,CA,R,null,,2,22,false,ocd-division/country:us/state:ca/cd:22,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,22.0,1.0,,,,11.0,187.0,1.17,96.94,3.61,M001165
117,House,Representative,Rep.,TX,R,null,H4TX10093,18,10,false,ocd-division/country:us/state:tx/cd:10,2021-01-03,2023-01-03,2001 Rayburn House Office Building,202-225-2401,null,null,null,0.424,null,2022,868.0,20.0,0.0,,,,29.0,241.0,2.3,95.61,4.27,M001157
116,House,Representative,Rep.,TX,R,null,H4TX10093,16,10,false,ocd-division/country:us/state:tx/cd:10,2019-01-03,2021-01-03,2001 Rayburn House Office Building,202-225-2401,null,null,R+9,0.432,null,2020,954.0,12.0,0.0,,,,38.0,267.0,1.26,91.1,8.79,M001157
115,House,Representative,Rep.,TX,R,null,H4TX10093,14,10,false,ocd-division/country:us/state:tx/cd:10,2017-01-03,2019-01-03,2001 Rayburn House Office Building,202-225-2401,202-225-5955,null,null,0.449,null,2018,1211.0,25.0,0.0,,,,33.0,274.0,2.06,98.39,1.61,M001157
114,House,Representative,Rep.,TX,R,null,H4TX10093,12,10,false,ocd-division/country:us/state:tx/cd:10,2015-01-06,2017-01-03,null,null,null,null,null,0.45,null,2016,1325.0,28.0,0.0,,,,27.0,219.0,2.11,97.28,2.64,M001157
113,House,Representative,Rep.,TX,R,null,,10,10,false,ocd-division/country:us/state:tx/cd:10,2013-01-03,2015-01-02,null,null,null,null,null,0.45,0.999670273,2014,1204.0,27.0,0.0,,,,21.0,277.0,2.24,97.35,2.56,M001157
112,House,Representative,Rep.,TX,R,null,,8,10,false,ocd-division/country:us/state:tx/cd:10,2011-01-04,2013-01-03,null,null,null,null,null,0.45,null,2012,1607.0,21.0,0.0,,,,17.0,247.0,1.31,96.19,3.74,M001157
111,House,Representative,Rep.,TX,R,null,,6,10,false,ocd-division/country:us/state:tx/cd:10,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,59.0,10.0,,,,8.0,358.0,3.56,95.04,4.9,M001157
110,House,Representative,Rep.,TX,R,null,,4,10,false,ocd-division/country:us/state:tx/cd:10,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,44.0,9.0,,,,9.0,475.0,2.35,94.83,5.67,M001157
109,House,Representative,Rep.,TX,R,null,,2,10,false,ocd-division/country:us/state:tx/cd:10,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,23.0,0.0,,,,9.0,398.0,1.89,96.16,4.1,M001157
117,House,Representative,Rep.,MI,R,null,H0MI10287,2,10,false,ocd-division/country:us/state:mi/cd:10,2021-01-03,2023-01-03,218 Cannon House Office Building,202-225-2106,null,null,null,null,null,2022,868.0,4.0,0.0,,,,18.0,237.0,0.46,95.11,4.77,M001136
117,House,Representative,Rep.,CA,R,null,H8CA04152,14,4,false,ocd-division/country:us/state:ca/cd:4,2021-01-03,2023-01-03,2312 Rayburn House Office Building,202-225-2511,null,null,null,0.694,null,2022,868.0,25.0,0.0,,,,14.0,242.0,2.88,84.96,14.92,M001177
116,House,Representative,Rep.,CA,R,null,H8CA04152,12,4,false,ocd-division/country:us/state:ca/cd:4,2019-01-03,2021-01-03,2312 Rayburn House Office Building,202-225-2511,null,null,R+10,0.719,null,2020,954.0,27.0,0.0,,,,8.0,153.0,2.83,87.69,12.2,M001177
115,House,Representative,Rep.,CA,R,null,H8CA04152,10,4,false,ocd-division/country:us/state:ca/cd:4,2017-01-03,2019-01-03,2312 Rayburn House Office Building,202-225-2511,202-225-5444,null,null,0.753,null,2018,1211.0,10.0,0.0,,,,10.0,199.0,0.83,93.89,6.11,M001177
114,House,Representative,Rep.,CA,R,null,H6CA21135,8,4,false,ocd-division/country:us/state:ca/cd:4,2015-01-06,2017-01-03,null,null,null,null,null,0.75,null,2016,1325.0,6.0,0.0,,,,7.0,209.0,0.45,92.59,7.33,M001177
113,House,Representative,Rep.,CA,R,null,,6,4,false,ocd-division/country:us/state:ca/cd:4,2013-01-03,2015-01-02,null,null,null,null,null,0.75,0.899390322,2014,1204.0,13.0,0.0,,,,10.0,239.0,1.08,90.89,9.02,M001177
112,House,Representative,Rep.,CA,R,null,,4,4,false,ocd-division/country:us/state:ca/cd:4,2011-01-04,2013-01-03,null,null,null,null,null,0.75,null,2012,1607.0,5.0,0.0,,,,6.0,254.0,0.31,86.67,13.27,M001177
111,House,Representative,Rep.,CA,R,null,,2,4,false,ocd-division/country:us/state:ca/cd:4,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,6.0,0.0,,,,7.0,260.0,0.36,90.89,9.05,M001177
117,House,Representative,Rep.,MN,D,null,H0MN04049,22,4,false,ocd-division/country:us/state:mn/cd:4,2021-01-03,2023-01-03,2256 Rayburn House Office Building,202-225-6631,null,null,null,-0.417,null,2022,868.0,3.0,2.0,,,,18.0,556.0,0.35,98.49,1.39,M001143
116,House,Representative,Rep.,MN,D,null,H0MN04049,20,4,false,ocd-division/country:us/state:mn/cd:4,2019-01-03,2021-01-03,2256 Rayburn House Office Building,202-225-6631,null,null,D+14,-0.418,null,2020,954.0,0.0,1.0,,,,17.0,673.0,0.0,98.53,1.37,M001143
115,House,Representative,Rep.,MN,D,null,H0MN04049,18,4,false,ocd-division/country:us/state:mn/cd:4,2017-01-03,2019-01-03,2256 Rayburn House Office Building,202-225-6631,202-225-1968,null,null,-0.417,null,2018,1211.0,16.0,1.0,,,,7.0,574.0,1.32,96.56,3.44,M001143
114,House,Representative,Rep.,MN,D,null,H0MN04049,16,4,false,ocd-division/country:us/state:mn/cd:4,2015-01-06,2017-01-03,null,null,null,null,null,-0.418,null,2016,1325.0,17.0,2.0,,,,10.0,453.0,1.28,97.68,2.24,M001143
113,House,Representative,Rep.,MN,D,null,,14,4,false,ocd-division/country:us/state:mn/cd:4,2013-01-03,2015-01-02,null,null,null,null,null,-0.418,-0.914146111,2014,1204.0,31.0,2.0,,,,9.0,541.0,2.57,94.24,5.67,M001143
112,House,Representative,Rep.,MN,D,null,,12,4,false,ocd-division/country:us/state:mn/cd:4,2011-01-04,2013-01-03,null,null,null,null,null,-0.418,null,2012,1607.0,81.0,4.0,,,,8.0,376.0,5.04,95.01,4.92,M001143
111,House,Representative,Rep.,MN,D,null,,10,4,false,ocd-division/country:us/state:mn/cd:4,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,48.0,2.0,,,,15.0,495.0,2.9,98.37,1.57,M001143
110,House,Representative,Rep.,MN,D,null,,8,4,false,ocd-division/country:us/state:mn/cd:4,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,33.0,0.0,,,,19.0,748.0,1.76,99.01,1.43,M001143
109,House,Representative,Rep.,MN,D,null,,6,4,false,ocd-division/country:us/state:mn/cd:4,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,26.0,3.0,,,,16.0,555.0,2.14,95.05,5.21,M001143
108,House,Representative,Rep.,MN,D,null,,4,4,false,ocd-division/country:us/state:mn/cd:4,2003-01-07,2005-01-03,null,null,null,null,null,null,null,,1221.0,33.0,2.0,,,,13.0,526.0,2.7,95.8,4.37,M001143
107,House,Representative,Rep.,MN,D,null,,2,4,false,ocd-division/country:us/state:mn/cd:4,2001-01-03,2003-01-03,null,null,null,null,null,null,null,,996.0,11.0,1.0,,,,7.0,406.0,1.1,96.79,3.73,M001143
117,House,Representative,Rep.,VA,D,null,H6VA04061,6,4,false,ocd-division/country:us/state:va/cd:4,2021-01-03,2023-01-03,314 Cannon House Office Building,202-225-6365,null,null,null,-0.381,null,2022,868.0,3.0,0.0,,,,20.0,282.0,0.35,98.49,1.39,M001200
116,House,Representative,Rep.,VA,D,null,H6VA04061,4,4,false,ocd-division/country:us/state:va/cd:4,2019-01-03,2021-01-03,314 Cannon House Office Building,202-225-6365,null,null,D+16,-0.375,null,2020,954.0,176.0,0.0,,,,26.0,328.0,18.45,98.07,1.8,M001200
115,House,Representative,Rep.,VA,D,null,H6VA04061,2,4,false,ocd-division/country:us/state:va/cd:4,2017-01-03,2019-01-03,314 Cannon House Office Building,202-225-6365,null,null,null,-0.393,null,2018,1211.0,45.0,1.0,,,,20.0,328.0,3.72,97.27,2.73,M001200
117,House,Representative,Rep.,MA,D,null,H4MA03022,26,2,false,ocd-division/country:us/state:ma/cd:2,2021-01-03,2023-01-03,370 Cannon House Office Building,202-225-6101,null,null,null,-0.539,null,2022,868.0,8.0,0.0,,,,53.0,793.0,0.92,98.25,1.63,M000312
116,House,Representative,Rep.,MA,D,null,H4MA03022,24,2,false,ocd-division/country:us/state:ma/cd:2,2019-01-03,2021-01-03,408 Cannon House Office Building,202-225-6101,null,null,D+9,-0.539,null,2020,954.0,7.0,0.0,,,,55.0,1161.0,0.73,98.1,1.8,M000312
115,House,Representative,Rep.,MA,D,null,H4MA03022,22,2,false,ocd-division/country:us/state:ma/cd:2,2017-01-03,2019-01-03,438 Cannon House Office Building,202-225-6101,202-225-5759,null,null,-0.539,null,2018,1211.0,17.0,2.0,,,,14.0,946.0,1.4,96.47,3.53,M000312
114,House,Representative,Rep.,MA,D,null,H4MA03022,20,2,false,ocd-division/country:us/state:ma/cd:2,2015-01-06,2017-01-03,null,null,null,null,null,-0.539,null,2016,1325.0,21.0,0.0,,,,10.0,612.0,1.58,95.43,4.5,M000312
113,House,Representative,Rep.,MA,D,null,,18,2,false,ocd-division/country:us/state:ma/cd:2,2013-01-03,2015-01-02,null,null,null,null,null,-0.539,-2.070037774,2014,1204.0,22.0,1.0,,,,12.0,749.0,1.83,92.5,7.42,M000312
112,House,Representative,Rep.,MA,D,null,,16,3,false,ocd-division/country:us/state:ma/cd:3,2011-01-04,2013-01-03,null,null,null,null,null,-0.539,null,2012,1607.0,13.0,1.0,,,,19.0,590.0,0.81,93.95,5.99,M000312
111,House,Representative,Rep.,MA,D,null,,14,3,false,ocd-division/country:us/state:ma/cd:3,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,39.0,2.0,,,,53.0,871.0,2.36,97.95,1.99,M000312
110,House,Representative,Rep.,MA,D,null,,12,3,false,ocd-division/country:us/state:ma/cd:3,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,25.0,0.0,,,,51.0,959.0,1.33,98.74,1.81,M000312
109,House,Representative,Rep.,MA,D,null,,10,3,false,ocd-division/country:us/state:ma/cd:3,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,15.0,0.0,,,,14.0,791.0,1.24,94.5,5.75,M000312
108,House,Representative,Rep.,MA,D,null,,8,3,false,ocd-division/country:us/state:ma/cd:3,2003-01-07,2005-01-03,null,null,null,null,null,null,null,,1221.0,27.0,0.0,,,,16.0,658.0,2.21,94.89,5.19,M000312
107,House,Representative,Rep.,MA,D,null,,6,3,false,ocd-division/country:us/state:ma/cd:3,2001-01-03,2003-01-03,null,null,null,null,null,null,null,,996.0,9.0,0.0,,,,13.0,922.0,0.9,90.8,9.72,M000312
106,House,Representative,Rep.,MA,D,null,,4,3,false,ocd-division/country:us/state:ma/cd:3,1999-01-06,2001-01-03,null,null,null,null,null,null,null,,1214.0,17.0,3.0,,,,14.0,681.0,1.4,92.88,7.38,M000312
105,House,Representative,Rep.,MA,D,null,,2,3,false,ocd-division/country:us/state:ma/cd:3,1997-01-07,1999-01-03,null,null,null,null,null,null,null,,1187.0,22.0,3.0,,,,5.0,536.0,1.85,92.56,7.97,M000312
117,House,Representative,Rep.,NC,R,null,H4NC10047,18,10,false,ocd-division/country:us/state:nc/cd:10,2021-01-03,2023-01-03,2004 Rayburn House Office Building,202-225-2576,null,null,null,0.536,null,2022,868.0,36.0,0.0,,,,21.0,79.0,4.15,95.28,4.59,M001156
116,House,Representative,Rep.,NC,R,null,H4NC10047,16,10,false,ocd-division/country:us/state:nc/cd:10,2019-01-03,2021-01-03,2004 Rayburn House Office Building,202-225-2576,null,null,R+12,0.551,null,2020,954.0,81.0,0.0,,,,15.0,88.0,8.49,94.1,5.78,M001156
115,House,Representative,Rep.,NC,R,null,H4NC10047,14,10,false,ocd-division/country:us/state:nc/cd:10,2017-01-03,2019-01-03,2334 Rayburn House Office Building,202-225-2576,202-225-0316,null,null,0.577,null,2018,1211.0,28.0,0.0,,,,12.0,69.0,2.31,98.64,1.36,M001156
114,House,Representative,Rep.,NC,R,null,H4NC10047,12,10,false,ocd-division/country:us/state:nc/cd:10,2015-01-06,2017-01-03,null,null,null,null,null,0.58,null,2016,1325.0,7.0,0.0,,,,13.0,90.0,0.53,97.4,2.52,M001156
113,House,Representative,Rep.,NC,R,null,,10,10,false,ocd-division/country:us/state:nc/cd:10,2013-01-03,2015-01-02,null,null,null,null,null,0.58,1.05001841,2014,1204.0,31.0,0.0,,,,4.0,168.0,2.57,96.49,3.42,M001156
112,House,Representative,Rep.,NC,R,null,,8,10,false,ocd-division/country:us/state:nc/cd:10,2011-01-04,2013-01-03,null,null,null,null,null,0.58,null,2012,1607.0,57.0,0.0,,,,4.0,160.0,3.55,94.8,5.14,M001156
111,House,Representative,Rep.,NC,R,null,,6,10,false,ocd-division/country:us/state:nc/cd:10,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,49.0,1.0,,,,5.0,254.0,2.96,96.09,3.85,M001156
110,House,Representative,Rep.,NC,R,null,,4,10,false,ocd-division/country:us/state:nc/cd:10,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,85.0,0.0,,,,7.0,250.0,4.54,94.09,6.37,M001156
109,House,Representative,Rep.,NC,R,null,,2,10,false,ocd-division/country:us/state:nc/cd:10,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,23.0,0.0,,,,10.0,230.0,1.89,92.06,8.19,M001156
117,House,Representative,Rep.,WV,R,null,H0WV01072,12,1,false,ocd-division/country:us/state:wv/cd:1,2021-01-03,2023-01-03,2239 Rayburn House Office Building,202-225-4172,null,null,null,0.301,null,2022,868.0,65.0,0.0,,,,39.0,576.0,7.49,92.6,7.28,M001180
116,House,Representative,Rep.,WV,R,null,H0WV01072,10,1,false,ocd-division/country:us/state:wv/cd:1,2019-01-03,2021-01-03,2239 Rayburn House Office Building,202-225-4172,null,null,R+19,0.3,null,2020,954.0,1.0,0.0,,,,27.0,333.0,0.1,92.06,7.84,M001180
115,House,Representative,Rep.,WV,R,null,H0WV01072,8,1,false,ocd-division/country:us/state:wv/cd:1,2017-01-03,2019-01-03,2239 Rayburn House Office Building,202-225-4172,202-225-7564,null,null,0.287,null,2018,1211.0,4.0,0.0,,,,38.0,263.0,0.33,91.67,8.33,M001180
114,House,Representative,Rep.,WV,R,null,H0WV01072,6,1,false,ocd-division/country:us/state:wv/cd:1,2015-01-06,2017-01-03,null,null,null,null,null,0.288,null,2016,1325.0,10.0,0.0,,,,31.0,221.0,0.75,92.18,7.74,M001180
113,House,Representative,Rep.,WV,R,null,,4,1,false,ocd-division/country:us/state:wv/cd:1,2013-01-03,2015-01-03,null,null,null,null,null,0.288,0.578341159,,1204.0,0.0,0.0,,,,43.0,252.0,0.0,93.16,6.76,M001180
112,House,Representative,Rep.,WV,R,null,,2,1,false,ocd-division/country:us/state:wv/cd:1,2011-01-04,2013-01-03,null,null,null,null,null,0.288,null,,1607.0,21.0,0.0,,,,16.0,269.0,1.31,89.96,9.97,M001180
117,House,Representative,Rep.,WA,R,null,H4WA05077,18,5,false,ocd-division/country:us/state:wa/cd:5,2021-01-03,2023-01-03,1035 Longworth House Office Building,202-225-2006,null,null,null,0.422,null,2022,868.0,16.0,0.0,,,,26.0,229.0,1.84,96.58,3.31,M001159
116,House,Representative,Rep.,WA,R,null,H4WA05077,16,5,false,ocd-division/country:us/state:wa/cd:5,2019-01-03,2021-01-03,1035 Longworth House Office Building,202-225-2006,null,null,R+8,0.426,null,2020,954.0,27.0,0.0,,,,15.0,354.0,2.83,92.48,7.41,M001159
115,House,Representative,Rep.,WA,R,Conference Chair,H4WA05077,14,5,false,ocd-division/country:us/state:wa/cd:5,2017-01-03,2019-01-03,1314 Longworth House Office Building,202-225-2006,202-225-3392,null,null,0.43,null,2018,1211.0,3.0,0.0,,,,23.0,160.0,0.25,98.25,1.75,M001159
114,House,Representative,Rep.,WA,R,null,H4WA05077,12,5,false,ocd-division/country:us/state:wa/cd:5,2015-01-06,2017-01-03,null,null,null,null,null,0.43,null,2016,1325.0,8.0,0.0,,,,20.0,119.0,0.6,97.09,2.83,M001159
113,House,Representative,Rep.,WA,R,null,,10,5,false,ocd-division/country:us/state:wa/cd:5,2013-01-03,2015-01-02,null,null,null,null,null,0.43,0.745725451,2014,1204.0,49.0,0.0,,,,25.0,144.0,4.07,96.96,2.96,M001159
112,House,Representative,Rep.,WA,R,null,,8,5,false,ocd-division/country:us/state:wa/cd:5,2011-01-04,2013-01-03,null,null,null,null,null,0.43,null,2012,1607.0,26.0,0.0,,,,22.0,276.0,1.62,96.37,3.57,M001159
111,House,Representative,Rep.,WA,R,null,,6,5,false,ocd-division/country:us/state:wa/cd:5,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,109.0,0.0,,,,15.0,395.0,6.59,97.38,2.56,M001159
110,House,Representative,Rep.,WA,R,null,,4,5,false,ocd-division/country:us/state:wa/cd:5,2007-01-03,2009-01-03,null,null,null,null,null,null,null,,1862.0,218.0,1.0,,,,12.0,325.0,11.71,96.14,4.17,M001159
109,House,Representative,Rep.,WA,R,null,,2,5,false,ocd-division/country:us/state:wa/cd:5,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,31.0,0.0,,,,8.0,150.0,2.55,96.22,4.03,M001159
117,House,Representative,Rep.,CA,D,,H4CA11081,16,9,false,ocd-division/country:us/state:ca/cd:9,2021-01-03,2023-01-03,2265 Rayburn House Office Building,202-225-1947,null,null,null,-0.263,null,2022,868.0,2.0,0.0,,,,20.0,395.0,0.23,99.31,0.58,M001166
116,House,Representative,Rep.,CA,D,null,H4CA11081,14,9,false,ocd-division/country:us/state:ca/cd:9,2019-01-03,2021-01-03,2265 Rayburn House Office Building,202-225-1947,null,null,D+8,-0.262,null,2020,954.0,28.0,0.0,,,,21.0,488.0,2.94,99.24,0.65,M001166
115,House,Representative,Rep.,CA,D,null,H4CA11081,12,9,false,ocd-division/country:us/state:ca/cd:9,2017-01-03,2019-01-03,2265 Rayburn House Office Building,202-225-1947,202-225-4060,null,null,-0.26,null,2018,1211.0,49.0,1.0,,,,22.0,428.0,4.05,96.3,3.7,M001166
114,House,Representative,Rep.,CA,D,null,H4CA11081,10,9,false,ocd-division/country:us/state:ca/cd:9,2015-01-06,2017-01-03,null,null,null,null,null,-0.26,null,2016,1325.0,27.0,0.0,,,,28.0,221.0,2.04,96.8,3.12,M001166
113,House,Representative,Rep.,CA,D,null,,8,9,false,ocd-division/country:us/state:ca/cd:9,2013-01-03,2015-01-02,null,null,null,null,null,-0.26,-0.802542226,2014,1204.0,18.0,1.0,,,,25.0,265.0,1.5,93.03,6.89,M001166
112,House,Representative,Rep.,CA,D,null,,6,11,false,ocd-division/country:us/state:ca/cd:11,2011-01-04,2013-01-03,null,null,null,null,null,-0.26,null,2012,1607.0,14.0,1.0,,,,17.0,190.0,0.87,93.18,6.75,M001166
111,House,Representative,Rep.,CA,D,null,,4,11,false,ocd-division/country:us/state:ca/cd:11,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,29.0,0.0,,,,18.0,354.0,1.75,95.42,4.52,M001166
110,House,Representative,Rep.,CA,D,null,,2,11,false,ocd-division/country:us/state:ca/cd:11,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,23.0,0.0,,,,12.0,427.0,1.23,95.06,5.49,M001166
117,House,Representative,Rep.,NY,D,null,H8NY06048,26,5,false,ocd-division/country:us/state:ny/cd:5,2021-01-03,2023-01-03,2310 Rayburn House Office Building,202-225-3461,null,null,null,-0.414,null,2022,868.0,14.0,0.0,,,,27.0,412.0,1.61,99.3,0.59,M001137
116,House,Representative,Rep.,NY,D,null,H8NY06048,24,5,false,ocd-division/country:us/state:ny/cd:5,2019-01-03,2021-01-03,2310 Rayburn House Office Building,202-225-3461,null,null,D+37,-0.413,null,2020,954.0,55.0,0.0,,,,21.0,625.0,5.77,98.77,1.11,M001137
115,House,Representative,Rep.,NY,D,null,H8NY06048,22,5,false,ocd-division/country:us/state:ny/cd:5,2017-01-03,2019-01-03,2234 Rayburn House Office Building,202-225-3461,202-226-4169,null,null,-0.413,null,2018,1211.0,70.0,0.0,,,,20.0,559.0,5.78,96.05,3.95,M001137
114,House,Representative,Rep.,NY,D,null,H8NY06048,20,5,false,ocd-division/country:us/state:ny/cd:5,2015-01-06,2017-01-03,null,null,null,null,null,-0.412,null,2016,1320.0,178.0,0.0,,,,6.0,369.0,13.48,97.44,2.56,M001137
113,House,Representative,Rep.,NY,D,null,,18,5,false,ocd-division/country:us/state:ny/cd:5,2013-01-03,2015-01-02,null,null,null,null,null,-0.412,-1.089883079,2014,1204.0,87.0,1.0,,,,8.0,347.0,7.23,95.31,4.6,M001137
112,House,Representative,Rep.,NY,D,null,,16,6,false,ocd-division/country:us/state:ny/cd:6,2011-01-04,2013-01-03,null,null,null,null,null,-0.412,null,2012,1607.0,169.0,2.0,,,,10.0,290.0,10.52,94.85,5.08,M001137
111,House,Representative,Rep.,NY,D,null,,14,6,false,ocd-division/country:us/state:ny/cd:6,2009-01-06,2011-01-03,null,null,null,null,null,null,null,2010,1655.0,97.0,0.0,,,,12.0,491.0,5.86,98.39,1.55,M001137
110,House,Representative,Rep.,NY,D,null,,12,6,false,ocd-division/country:us/state:ny/cd:6,2007-01-04,2009-01-03,null,null,null,null,null,null,null,,1873.0,121.0,0.0,,,,14.0,515.0,6.46,98.49,1.97,M001137
109,House,Representative,Rep.,NY,D,null,,10,6,false,ocd-division/country:us/state:ny/cd:6,2005-01-04,2007-01-03,null,null,null,null,null,null,null,,1214.0,85.0,0.0,,,,11.0,458.0,7.0,92.02,8.25,M001137
108,House,Representative,Rep.,NY,D,null,,8,6,false,ocd-division/country:us/state:ny/cd:6,2003-01-07,2005-01-03,null,null,null,null,null,null,null,,1221.0,106.0,1.0,,,,23.0,387.0,8.68,95.27,4.82,M001137
107,House,Representative,Rep.,NY,D,null,,6,6,false,ocd-division/country:us/state:ny/cd:6,2001-01-03,2003-01-03,null,null,null,null,null,null,null,,996.0,89.0,0.0,,,,7.0,339.0,8.94,94.95,5.5,M001137
106,House,Representative,Rep.,NY,D,null,,4,6,false,ocd-division/country:us/state:ny/cd:6,1999-01-06,2001-01-03,null,null,null,null,null,null,null,,1214.0,105.0,2.0,,,,5.0,316.0,8.65,93.33,6.76,M001137
